Name,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Mega,First Type,Second Type,Species,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical
Glameow,431,310,49,55,42,42,37,85,False,Normal,None,Catty Pokémon,Limber,Own Tempo,Keen Eye,Generation 4,Field,None,False,False,False
Purugly,432,452,71,82,64,64,59,112,False,Normal,None,Tiger Cat Pokémon,Thick Fat,Own Tempo,Defiant,Generation 4,Field,None,False,False,False
Chingling,433,285,45,30,50,65,50,45,False,Psychic,None,Bell Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,False,False,False
Stunky,434,329,63,63,47,41,41,74,False,Poison,Dark,Skunk Pokémon,Stench,Aftermath,Keen Eye,Generation 4,Field,None,False,False,False
Skuntank,435,479,103,93,67,71,61,84,False,Poison,Dark,Skunk Pokémon,Stench,Aftermath,Keen Eye,Generation 4,Field,None,False,False,False
Bronzor,436,300,57,24,86,24,86,23,False,Steel,Psychic,Bronze Pokémon,Levitate,Heatproof,Heavy Metal,Generation 4,Mineral,None,False,False,False
Bronzong,437,500,67,89,116,79,116,33,False,Steel,Psychic,Bronze Bell Pokémon,Levitate,Heatproof,Heavy Metal,Generation 4,Mineral,None,False,False,False
Bonsly,438,290,50,80,95,10,45,10,False,Rock,None,Bonsai Pokémon,Sturdy,Rock Head,Rattled,Generation 4,Undiscovered,None,False,False,False
Mime Jr.,439,310,20,25,45,70,90,60,False,Psychic,Fairy,Mime Pokémon,Soundproof,Filter,Technician,Generation 4,Undiscovered,None,False,False,False
Happiny,440,220,100,5,5,15,65,30,False,Normal,None,Playhouse Pokémon,Natural Cure,Serene Grace,Friend Guard,Generation 4,Undiscovered,None,False,False,False
Chatot,441,411,76,65,45,92,42,91,False,Normal,Flying,Music Note Pokémon,Keen Eye,Tangled Feet,Big Pecks,Generation 4,Flying,None,False,False,False
Spiritomb,442,485,50,92,108,92,108,35,False,Ghost,Dark,Forbidden Pokémon,Pressure,None,Infiltrator,Generation 4,Amorphous,None,False,False,False
Gible,443,300,58,70,45,40,45,42,False,Dragon,Ground,Land Shark Pokémon,Sand Veil,None,Rough Skin,Generation 4,Dragon,Monster,False,False,False
Gabite,444,410,68,90,65,50,55,82,False,Dragon,Ground,Cave Pokémon,Sand Veil,None,Rough Skin,Generation 4,Dragon,Monster,False,False,False
Garchomp,445,600,108,130,95,80,85,102,False,Dragon,Ground,Mach Pokémon,Sand Veil,None,Rough Skin,Generation 4,Dragon,Monster,False,False,False
Garchomp(Mega Garchomp),445,700,108,170,115,120,95,92,True,Dragon,Ground,Mach Pokémon,Sand Force,None,None,Generation 6,Dragon,Monster,False,False,False
Munchlax,446,390,135,85,40,40,85,5,False,Normal,None,Big Eater Pokémon,Pickup,Thick Fat,Gluttony,Generation 4,Undiscovered,None,False,False,False
Riolu,447,285,40,70,40,35,40,60,False,Fighting,None,Emanation Pokémon,Steadfast,Inner Focus,Prankster,Generation 4,Undiscovered,None,False,False,False
Lucario,448,525,70,110,70,115,70,90,False,Fighting,Steel,Aura Pokémon,Steadfast,Inner Focus,Justified,Generation 4,Field,Human-Like,False,False,False
Lucario(Mega Lucario),448,625,70,145,88,140,70,112,True,Fighting,Steel,Aura Pokémon,Adaptability,None,None,Generation 6,Field,Human-Like,False,False,False
Hippopotas,449,330,68,72,78,38,42,32,False,Ground,None,Hippo Pokémon,Sand Stream,None,Sand Force,Generation 4,Field,None,False,False,False
Hippowdon,450,525,108,112,118,68,72,47,False,Ground,None,Heavyweight Pokémon,Sand Stream,None,Sand Force,Generation 4,Field,None,False,False,False
Skorupi,451,330,40,50,90,30,55,65,False,Poison,Bug,Scorpion Pokémon,Battle Armor,Sniper,Keen Eye,Generation 4,Bug,Water 3,False,False,False
Drapion,452,500,70,90,110,60,75,95,False,Poison,Dark,Ogre Scorp Pokémon,Battle Armor,Sniper,Keen Eye,Generation 4,Bug,Water 3,False,False,False
Croagunk,453,300,48,61,40,61,40,50,False,Poison,Fighting,Toxic Mouth Pokémon,Anticipation,Dry Skin,Poison Touch,Generation 4,Human-Like,None,False,False,False
Toxicroak,454,490,83,106,65,86,65,85,False,Poison,Fighting,Toxic Mouth Pokémon,Anticipation,Dry Skin,Poison Touch,Generation 4,Human-Like,None,False,False,False
Carnivine,455,454,74,100,72,90,72,46,False,Grass,None,Bug Catcher Pokémon,Levitate,None,None,Generation 4,Grass,None,False,False,False
Finneon,456,330,49,49,56,49,61,66,False,Water,None,Wing Fish Pokémon,Swift Swim,Storm Drain,Water Veil,Generation 4,Water 2,None,False,False,False
Lumineon,457,460,69,69,76,69,86,91,False,Water,None,Neon Pokémon,Swift Swim,Storm Drain,Water Veil,Generation 4,Water 2,None,False,False,False
Mantyke,458,345,45,20,50,60,120,50,False,Water,Flying,Kite Pokémon,Swift Swim,Water Absorb,Water Veil,Generation 4,Undiscovered,None,False,False,False
Snover,459,334,60,62,50,62,60,40,False,Grass,Ice,Frost Tree Pokémon,Snow Warning,None,Soundproof,Generation 4,Grass,Monster,False,False,False
Abomasnow,460,494,90,92,75,92,85,60,False,Grass,Ice,Frost Tree Pokémon,Snow Warning,None,Soundproof,Generation 4,Grass,Monster,False,False,False
Abomasnow(Mega Abomasnow),460,594,90,132,105,132,105,30,True,Grass,Ice,Frost Tree Pokémon,Snow Warning,None,None,Generation 6,Grass,Monster,False,False,False
Weavile,461,510,70,120,65,45,85,125,False,Dark,Ice,Sharp Claw Pokémon,Pressure,None,Pickpocket,Generation 4,Field,None,False,False,False
Magnezone,462,535,70,70,115,130,90,60,False,Electric,Steel,Magnet Area Pokémon,Magnet Pull,Sturdy,Analytic,Generation 4,Mineral,None,False,False,False
Lickilicky,463,515,110,85,95,80,95,50,False,Normal,None,Licking Pokémon,Own Tempo,Oblivious,Cloud Nine,Generation 4,Monster,None,False,False,False
Rhyperior,464,535,115,140,130,55,55,40,False,Ground,Rock,Drill Pokémon,Lightning Rod,Solid Rock,Reckless,Generation 4,Field,Monster,False,False,False
Tangrowth,465,535,100,100,125,110,50,50,False,Grass,None,Vine Pokémon,Chlorophyll,Leaf Guard,Regenerator,Generation 4,Grass,None,False,False,False
Electivire,466,540,75,123,67,95,85,95,False,Electric,None,Thunderbolt Pokémon,Motor Drive,None,Vital Spirit,Generation 4,Human-Like,None,False,False,False
Magmortar,467,540,75,95,67,125,95,83,False,Fire,None,Blast Pokémon,Flame Body,None,Vital Spirit,Generation 4,Human-Like,None,False,False,False
Togekiss,468,545,85,50,95,120,115,80,False,Fairy,Flying,Jubilee Pokémon,Hustle,Serene Grace,Super Luck,Generation 4,Fairy,Flying,False,False,False
Yanmega,469,515,86,76,86,116,56,95,False,Bug,Flying,Ogre Darner Pokémon,Speed Boost,Tinted Lens,Frisk,Generation 4,Bug,None,False,False,False
Leafeon,470,525,65,110,130,60,65,95,False,Grass,None,Verdant Pokémon,Leaf Guard,None,Chlorophyll,Generation 4,Field,None,False,False,False
Glaceon,471,525,65,60,110,130,95,65,False,Ice,None,Fresh Snow Pokémon,Snow Cloak,None,Ice Body,Generation 4,Field,None,False,False,False
Gliscor,472,510,75,95,125,45,75,95,False,Ground,Flying,Fang Scorp Pokémon,Hyper Cutter,Sand Veil,Poison Heal,Generation 4,Bug,None,False,False,False
Mamoswine,473,530,110,130,80,70,60,80,False,Ice,Ground,Twin Tusk Pokémon,Oblivious,Snow Cloak,Thick Fat,Generation 4,Field,None,False,False,False
Porygon-Z,474,535,85,80,70,135,75,90,False,Normal,None,Virtual Pokémon,Adaptability,Download,Analytic,Generation 4,Mineral,None,False,False,False
Gallade,475,518,68,125,65,65,115,80,False,Psychic,Fighting,Blade Pokémon,Steadfast,Sharpness,Justified,Generation 4,Amorphous,Human-Like,False,False,False
Gallade(Mega Gallade),475,618,68,165,95,65,115,110,True,Psychic,Fighting,Blade Pokémon,Inner Focus,None,None,Generation 6,Amorphous,Human-Like,False,False,False
Probopass,476,525,60,55,145,75,150,40,False,Rock,Steel,Compass Pokémon,Sturdy,Magnet Pull,Sand Force,Generation 4,Mineral,None,False,False,False
Dusknoir,477,525,45,100,135,65,135,45,False,Ghost,None,Gripper Pokémon,Pressure,None,Frisk,Generation 4,Amorphous,None,False,False,False
Froslass,478,480,70,80,70,80,70,110,False,Ice,Ghost,Snow Land Pokémon,Snow Cloak,None,Cursed Body,Generation 4,Fairy,Mineral,False,False,False
Rotom,479,440,50,50,77,95,77,91,False,Electric,Ghost,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Rotom(Heat Rotom),479,520,50,65,107,105,107,86,False,Electric,Fire,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Rotom(Wash Rotom),479,520,50,65,107,105,107,86,False,Electric,Water,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Rotom(Frost Rotom),479,520,50,65,107,105,107,86,False,Electric,Ice,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Rotom(Fan Rotom),479,520,50,65,107,105,107,86,False,Electric,Flying,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Rotom(Mow Rotom),479,520,50,65,107,105,107,86,False,Electric,Grass,Plasma Pokémon,Levitate,None,None,Generation 4,Amorphous,None,False,False,False
Uxie,480,580,75,75,130,75,130,95,False,Psychic,None,Knowledge Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,True,False,False
Mesprit,481,580,80,105,105,105,105,80,False,Psychic,None,Emotion Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,True,False,False
Azelf,482,580,75,125,70,125,70,115,False,Psychic,None,Willpower Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,True,False,False
Dialga,483,680,100,120,120,150,100,90,False,Steel,Dragon,Temporal Pokémon,Pressure,None,Telepathy,Generation 4,Undiscovered,None,False,True,False
Dialga(Origin Forme),483,680,100,100,120,150,120,90,False,Steel,Dragon,Temporal Pokémon,Pressure,None,Telepathy,Generation 4,Undiscovered,None,False,True,False
Palkia,484,680,90,120,100,150,120,100,False,Water,Dragon,Spatial Pokémon,Pressure,None,Telepathy,Generation 4,Undiscovered,None,False,True,False
Palkia(Origin Forme),484,680,90,100,100,150,120,120,False,Water,Dragon,Spatial Pokémon,Pressure,None,Telepathy,Generation 4,Undiscovered,None,False,True,False
Heatran,485,600,91,90,106,130,106,77,False,Fire,Steel,Lava Dome Pokémon,Flash Fire,None,Flame Body,Generation 4,Undiscovered,None,True,False,False
Regigigas,486,670,110,160,110,80,110,100,False,Normal,None,Colossal Pokémon,Slow Start,None,None,Generation 4,Undiscovered,None,True,False,False
Giratina,487,680,150,100,120,100,120,90,False,Ghost,Dragon,Renegade Pokémon,Pressure,None,Telepathy,Generation 4,Undiscovered,None,False,True,False
Giratina(Origin Forme),487,680,150,120,100,120,100,90,False,Ghost,Dragon,Renegade Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,False,True,False
Cresselia,488,580,120,70,110,75,120,85,False,Psychic,None,Lunar Pokémon,Levitate,None,None,Generation 4,Undiscovered,None,True,False,False
Phione,489,480,80,80,80,80,80,80,False,Water,None,Sea Drifter Pokémon,Hydration,None,None,Generation 4,Fairy,Water 1,False,False,True
Manaphy,490,600,100,100,100,100,100,100,False,Water,None,Seafaring Pokémon,Hydration,None,None,Generation 4,Fairy,Water 1,False,False,True
Darkrai,491,600,70,90,90,135,90,125,False,Dark,None,Pitch-Black Pokémon,Bad Dreams,None,None,Generation 4,Undiscovered,None,False,False,True
Shaymin,492,600,100,100,100,100,100,100,False,Grass,None,Gratitude Pokémon,Natural Cure,None,None,Generation 4,Undiscovered,None,False,False,True
Shaymin(Sky Forme),492,600,100,103,75,120,75,127,False,Grass,Flying,Gratitude Pokémon,Serene Grace,None,None,Generation 4,Undiscovered,None,False,False,True
Arceus,493,720,120,120,120,120,120,120,False,Normal,None,Alpha Pokémon,Multitype,None,None,Generation 4,Undiscovered,None,False,False,True
Victini,494,600,100,100,100,100,100,100,False,Psychic,Fire,Victory Pokémon,Victory Star,None,None,Generation 5,Undiscovered,None,False,False,True
Snivy,495,308,45,45,55,45,55,63,False,Grass,None,Grass Snake Pokémon,Overgrow,None,Contrary,Generation 5,Field,Grass,False,False,False
Servine,496,413,60,60,75,60,75,83,False,Grass,None,Grass Snake Pokémon,Overgrow,None,Contrary,Generation 5,Field,Grass,False,False,False
Serperior,497,528,75,75,95,75,95,113,False,Grass,None,Regal Pokémon,Overgrow,None,Contrary,Generation 5,Field,Grass,False,False,False
Tepig,498,308,65,63,45,45,45,45,False,Fire,None,Fire Pig Pokémon,Blaze,None,Thick Fat,Generation 5,Field,None,False,False,False
Pignite,499,418,90,93,55,70,55,55,False,Fire,Fighting,Fire Pig Pokémon,Blaze,None,Thick Fat,Generation 5,Field,None,False,False,False
Emboar,500,528,110,123,65,100,65,65,False,Fire,Fighting,Mega Fire Pig Pokémon,Blaze,None,Reckless,Generation 5,Field,None,False,False,False
Oshawott,501,308,55,55,45,63,45,45,False,Water,None,Sea Otter Pokémon,Torrent,None,Shell Armor,Generation 5,Field,None,False,False,False
Dewott,502,413,75,75,60,83,60,60,False,Water,None,Discipline Pokémon,Torrent,None,Shell Armor,Generation 5,Field,None,False,False,False
Samurott,503,528,95,100,85,108,70,70,False,Water,None,Formidable Pokémon,Torrent,None,Shell Armor,Generation 5,Field,None,False,False,False
Samurott(Hisuian Samurott),503,528,90,108,80,100,65,85,False,Water,Dark,Formidable Pokémon,Torrent,None,Sharpness,Generation 5,Field,None,False,False,False
Patrat,504,255,45,55,39,35,39,42,False,Normal,None,Scout Pokémon,Run Away,Keen Eye,Analytic,Generation 5,Field,None,False,False,False
Watchog,505,420,60,85,69,60,69,77,False,Normal,None,Lookout Pokémon,Illuminate,Keen Eye,Analytic,Generation 5,Field,None,False,False,False
Lillipup,506,275,45,60,45,25,45,55,False,Normal,None,Puppy Pokémon,Vital Spirit,Pickup,Run Away,Generation 5,Field,None,False,False,False
Herdier,507,370,65,80,65,35,65,60,False,Normal,None,Loyal Dog Pokémon,Intimidate,Sand Rush,Scrappy,Generation 5,Field,None,False,False,False
Stoutland,508,500,85,110,90,45,90,80,False,Normal,None,Big-Hearted Pokémon,Intimidate,Sand Rush,Scrappy,Generation 5,Field,None,False,False,False
Purrloin,509,281,41,50,37,50,37,66,False,Dark,None,Devious Pokémon,Limber,Unburden,Prankster,Generation 5,Field,None,False,False,False
Liepard,510,446,64,88,50,88,50,106,False,Dark,None,Cruel Pokémon,Limber,Unburden,Prankster,Generation 5,Field,None,False,False,False
Pansage,511,316,50,53,48,53,48,64,False,Grass,None,Grass Monkey Pokémon,Gluttony,None,Overgrow,Generation 5,Field,None,False,False,False
Simisage,512,498,75,98,63,98,63,101,False,Grass,None,Thorn Monkey Pokémon,Gluttony,None,Overgrow,Generation 5,Field,None,False,False,False
Pansear,513,316,50,53,48,53,48,64,False,Fire,None,High Temp Pokémon,Gluttony,None,Blaze,Generation 5,Field,None,False,False,False
Simisear,514,498,75,98,63,98,63,101,False,Fire,None,Ember Pokémon,Gluttony,None,Blaze,Generation 5,Field,None,False,False,False
Panpour,515,316,50,53,48,53,48,64,False,Water,None,Spray Pokémon,Gluttony,None,Torrent,Generation 5,Field,None,False,False,False
Simipour,516,498,75,98,63,98,63,101,False,Water,None,Geyser Pokémon,Gluttony,None,Torrent,Generation 5,Field,None,False,False,False
Munna,517,292,76,25,45,67,55,24,False,Psychic,None,Dream Eater Pokémon,Forewarn,Synchronize,Telepathy,Generation 5,Field,None,False,False,False
Musharna,518,487,116,55,85,107,95,29,False,Psychic,None,Drowsing Pokémon,Forewarn,Synchronize,Telepathy,Generation 5,Field,None,False,False,False
Pidove,519,264,50,55,50,36,30,43,False,Normal,Flying,Tiny Pigeon Pokémon,Big Pecks,Super Luck,Rivalry,Generation 5,Flying,None,False,False,False
Tranquill,520,358,62,77,62,50,42,65,False,Normal,Flying,Wild Pigeon Pokémon,Big Pecks,Super Luck,Rivalry,Generation 5,Flying,None,False,False,False
Unfezant,521,488,80,115,80,65,55,93,False,Normal,Flying,Proud Pokémon,Big Pecks,Super Luck,Rivalry,Generation 5,Flying,None,False,False,False
Blitzle,522,295,45,60,32,50,32,76,False,Electric,None,Electrified Pokémon,Lightning Rod,Motor Drive,Sap Sipper,Generation 5,Field,None,False,False,False
Zebstrika,523,497,75,100,63,80,63,116,False,Electric,None,Thunderbolt Pokémon,Lightning Rod,Motor Drive,Sap Sipper,Generation 5,Field,None,False,False,False
Roggenrola,524,280,55,75,85,25,25,15,False,Rock,None,Mantle Pokémon,Sturdy,Weak Armor,Sand Force,Generation 5,Mineral,None,False,False,False
Boldore,525,390,70,105,105,50,40,20,False,Rock,None,Ore Pokémon,Sturdy,Weak Armor,Sand Force,Generation 5,Mineral,None,False,False,False
Gigalith,526,515,85,135,130,60,80,25,False,Rock,None,Compressed Pokémon,Sturdy,Sand Stream,Sand Force,Generation 5,Mineral,None,False,False,False
Woobat,527,323,65,45,43,55,43,72,False,Psychic,Flying,Bat Pokémon,Unaware,Klutz,Simple,Generation 5,Field,Flying,False,False,False
Swoobat,528,425,67,57,55,77,55,114,False,Psychic,Flying,Courting Pokémon,Unaware,Klutz,Simple,Generation 5,Field,Flying,False,False,False
Drilbur,529,328,60,85,40,30,45,68,False,Ground,None,Mole Pokémon,Sand Rush,Sand Force,Mold Breaker,Generation 5,Field,None,False,False,False
Excadrill,530,508,110,135,60,50,65,88,False,Ground,Steel,Subterrene Pokémon,Sand Rush,Sand Force,Mold Breaker,Generation 5,Field,None,False,False,False
Audino,531,445,103,60,86,60,86,50,False,Normal,None,Hearing Pokémon,Healer,Regenerator,Klutz,Generation 5,Fairy,None,False,False,False
Audino(Mega Audino),531,545,103,60,126,80,126,50,True,Normal,Fairy,Hearing Pokémon,Healer,None,None,Generation 6,Fairy,None,False,False,False
Timburr,532,305,75,80,55,25,35,35,False,Fighting,None,Muscular Pokémon,Guts,Sheer Force,Iron Fist,Generation 5,Human-Like,None,False,False,False
Gurdurr,533,405,85,105,85,40,50,40,False,Fighting,None,Muscular Pokémon,Guts,Sheer Force,Iron Fist,Generation 5,Human-Like,None,False,False,False
Conkeldurr,534,505,105,140,95,55,65,45,False,Fighting,None,Muscular Pokémon,Guts,Sheer Force,Iron Fist,Generation 5,Human-Like,None,False,False,False
Tympole,535,294,50,50,40,50,40,64,False,Water,None,Tadpole Pokémon,Swift Swim,Hydration,Water Absorb,Generation 5,Water 1,None,False,False,False
Palpitoad,536,384,75,65,55,65,55,69,False,Water,Ground,Vibration Pokémon,Swift Swim,Hydration,Water Absorb,Generation 5,Water 1,None,False,False,False
Seismitoad,537,509,105,95,75,85,75,74,False,Water,Ground,Vibration Pokémon,Swift Swim,Poison Touch,Water Absorb,Generation 5,Water 1,None,False,False,False
Throh,538,465,120,100,85,30,85,45,False,Fighting,None,Judo Pokémon,Guts,Inner Focus,Mold Breaker,Generation 5,Human-Like,None,False,False,False
Sawk,539,465,75,125,75,30,75,85,False,Fighting,None,Karate Pokémon,Sturdy,Inner Focus,Mold Breaker,Generation 5,Human-Like,None,False,False,False
Sewaddle,540,310,45,53,70,40,60,42,False,Bug,Grass,Sewing Pokémon,Swarm,Chlorophyll,Overcoat,Generation 5,Bug,None,False,False,False
Swadloon,541,380,55,63,90,50,80,42,False,Bug,Grass,Leaf-Wrapped Pokémon,Leaf Guard,Chlorophyll,Overcoat,Generation 5,Bug,None,False,False,False
Leavanny,542,500,75,103,80,70,80,92,False,Bug,Grass,Nurturing Pokémon,Swarm,Chlorophyll,Overcoat,Generation 5,Bug,None,False,False,False
Venipede,543,260,30,45,59,30,39,57,False,Bug,Poison,Centipede Pokémon,Poison Point,Swarm,Speed Boost,Generation 5,Bug,None,False,False,False
Whirlipede,544,360,40,55,99,40,79,47,False,Bug,Poison,Curlipede Pokémon,Poison Point,Swarm,Speed Boost,Generation 5,Bug,None,False,False,False
Scolipede,545,485,60,100,89,55,69,112,False,Bug,Poison,Megapede Pokémon,Poison Point,Swarm,Speed Boost,Generation 5,Bug,None,False,False,False
Cottonee,546,280,40,27,60,37,50,66,False,Grass,Fairy,Cotton Puff Pokémon,Prankster,Infiltrator,Chlorophyll,Generation 5,Fairy,Grass,False,False,False
Whimsicott,547,480,60,67,85,77,75,116,False,Grass,Fairy,Windveiled Pokémon,Prankster,Infiltrator,Chlorophyll,Generation 5,Fairy,Grass,False,False,False
Petilil,548,280,45,35,50,70,50,30,False,Grass,None,Bulb Pokémon,Chlorophyll,Own Tempo,Leaf Guard,Generation 5,Grass,None,False,False,False
Lilligant,549,480,70,60,75,110,75,90,False,Grass,None,Flowering Pokémon,Chlorophyll,Own Tempo,Leaf Guard,Generation 5,Grass,None,False,False,False
Lilligant(Hisuian Lilligant),549,480,70,105,75,50,75,105,False,Grass,Fighting,Flowering Pokémon,Chlorophyll,Hustle,Leaf Guard,Generation 5,Grass,None,False,False,False
Basculin,550,460,70,92,65,80,55,98,False,Water,None,Hostile Pokémon,Reckless,Adaptability,Mold Breaker,Generation 5,Water 2,None,False,False,False
Basculin(Blue-Striped Form),550,460,70,92,65,80,55,98,False,Water,None,Hostile Pokémon,Rock Head,Adaptability,Mold Breaker,Generation 5,Water 2,None,False,False,False
Basculin(White-Striped Form),550,460,70,92,65,80,55,98,False,Water,None,Hostile Pokémon,Rattled,Adaptability,Mold Breaker,Generation 5,Water 2,None,False,False,False
Sandile,551,292,50,72,35,35,35,65,False,Ground,Dark,Desert Croc Pokémon,Intimidate,Moxie,Anger Point,Generation 5,Field,None,False,False,False
Krokorok,552,351,60,82,45,45,45,74,False,Ground,Dark,Desert Croc Pokémon,Intimidate,Moxie,Anger Point,Generation 5,Field,None,False,False,False
Krookodile,553,519,95,117,80,65,70,92,False,Ground,Dark,Intimidation Pokémon,Intimidate,Moxie,Anger Point,Generation 5,Field,None,False,False,False
Darumaka,554,315,70,90,45,15,45,50,False,Fire,None,Zen Charm Pokémon,Hustle,None,Inner Focus,Generation 5,Field,None,False,False,False
Darumaka(Galarian Darumaka),554,315,70,90,45,15,45,50,False,Ice,None,Zen Charm Pokémon,Hustle,None,Inner Focus,Generation 8,Field,None,False,False,False
Darmanitan,555,480,105,140,55,30,55,95,False,Fire,None,Blazing Pokémon,Sheer Force,None,Zen Mode,Generation 5,Field,None,False,False,False
Darmanitan(Zen Mode),555,540,105,30,105,140,105,55,False,Fire,Psychic,Blazing Pokémon,Sheer Force,None,Zen Mode,Generation 5,Field,None,False,False,False
Darmanitan(Galarian Standard Mode),555,480,105,140,55,30,55,95,False,Ice,None,Blazing Pokémon,Gorilla Tactics,None,Zen Mode,Generation 8,Field,None,False,False,False
Darmanitan(Galarian Zen Mode),555,540,105,160,55,30,55,135,False,Ice,Fire,Blazing Pokémon,Gorilla Tactics,None,Zen Mode,Generation 8,Field,None,False,False,False
Maractus,556,461,75,86,67,106,67,60,False,Grass,None,Cactus Pokémon,Water Absorb,Chlorophyll,Storm Drain,Generation 5,Grass,None,False,False,False
Dwebble,557,325,50,65,85,35,35,55,False,Bug,Rock,Rock Inn Pokémon,Sturdy,Shell Armor,Weak Armor,Generation 5,Bug,Mineral,False,False,False
Crustle,558,485,70,105,125,65,75,45,False,Bug,Rock,Stone Home Pokémon,Sturdy,Shell Armor,Weak Armor,Generation 5,Bug,Mineral,False,False,False
Scraggy,559,348,50,75,70,35,70,48,False,Dark,Fighting,Shedding Pokémon,Shed Skin,Moxie,Intimidate,Generation 5,Dragon,Field,False,False,False
Scrafty,560,488,65,90,115,45,115,58,False,Dark,Fighting,Hoodlum Pokémon,Shed Skin,Moxie,Intimidate,Generation 5,Dragon,Field,False,False,False
Sigilyph,561,490,72,58,80,103,80,97,False,Psychic,Flying,Avianoid Pokémon,Wonder Skin,Magic Guard,Tinted Lens,Generation 5,Flying,None,False,False,False
Yamask,562,303,38,30,85,55,65,30,False,Ghost,None,Spirit Pokémon,Mummy,None,None,Generation 5,Amorphous,Mineral,False,False,False
Yamask(Galarian Yamask),562,303,38,55,85,30,65,30,False,Ground,Ghost,Spirit Pokémon,Wandering Spirit,None,None,Generation 8,Amorphous,Mineral,False,False,False
Cofagrigus,563,483,58,50,145,95,105,30,False,Ghost,None,Coffin Pokémon,Mummy,None,None,Generation 5,Amorphous,Mineral,False,False,False
Tirtouga,564,355,54,78,103,53,45,22,False,Water,Rock,Prototurtle Pokémon,Solid Rock,Sturdy,Swift Swim,Generation 5,Water 1,Water 3,False,False,False
Carracosta,565,495,74,108,133,83,65,32,False,Water,Rock,Prototurtle Pokémon,Solid Rock,Sturdy,Swift Swim,Generation 5,Water 1,Water 3,False,False,False
Archen,566,401,55,112,45,74,45,70,False,Rock,Flying,First Bird Pokémon,Defeatist,None,None,Generation 5,Flying,Water 3,False,False,False
Archeops,567,567,75,140,65,112,65,110,False,Rock,Flying,First Bird Pokémon,Defeatist,None,None,Generation 5,Flying,Water 3,False,False,False
Trubbish,568,329,50,50,62,40,62,65,False,Poison,None,Trash Bag Pokémon,Stench,Sticky Hold,Aftermath,Generation 5,Mineral,None,False,False,False
Garbodor,569,474,80,95,82,60,82,75,False,Poison,None,Trash Heap Pokémon,Stench,Weak Armor,Aftermath,Generation 5,Mineral,None,False,False,False
Zorua,570,330,40,65,40,80,40,65,False,Dark,None,Tricky Fox Pokémon,Illusion,None,None,Generation 5,Field,None,False,False,False
Zorua(Hisuian Zorua),570,330,35,60,40,85,40,70,False,Normal,Ghost,Tricky Fox Pokémon,Illusion,None,None,Generation 5,Field,None,False,False,False
Zoroark,571,510,60,105,60,120,60,105,False,Dark,None,Illusion Fox Pokémon,Illusion,None,None,Generation 5,Field,None,False,False,False
Zoroark(Hisuian Zoroark),571,510,60,105,60,120,60,105,False,Normal,Ghost,Illusion Fox Pokémon,Illusion,None,None,Generation 5,Field,None,False,False,False
Minccino,572,300,55,50,40,40,40,75,False,Normal,None,Chinchilla Pokémon,Cute Charm,Technician,Skill Link,Generation 5,Field,None,False,False,False
Cinccino,573,470,75,95,60,65,60,115,False,Normal,None,Scarf Pokémon,Cute Charm,Technician,Skill Link,Generation 5,Field,None,False,False,False
Gothita,574,290,45,30,50,55,65,45,False,Psychic,None,Fixation Pokémon,Frisk,Competitive,Shadow Tag,Generation 5,Human-Like,None,False,False,False
Gothorita,575,390,60,45,70,75,85,55,False,Psychic,None,Manipulate Pokémon,Frisk,Competitive,Shadow Tag,Generation 5,Human-Like,None,False,False,False
Gothitelle,576,490,70,55,95,95,110,65,False,Psychic,None,Astral Body Pokémon,Frisk,Competitive,Shadow Tag,Generation 5,Human-Like,None,False,False,False
Solosis,577,290,45,30,40,105,50,20,False,Psychic,None,Cell Pokémon,Overcoat,Magic Guard,Regenerator,Generation 5,Amorphous,None,False,False,False
Duosion,578,370,65,40,50,125,60,30,False,Psychic,None,Mitosis Pokémon,Overcoat,Magic Guard,Regenerator,Generation 5,Amorphous,None,False,False,False
Reuniclus,579,490,110,65,75,125,85,30,False,Psychic,None,Multiplying Pokémon,Overcoat,Magic Guard,Regenerator,Generation 5,Amorphous,None,False,False,False
Ducklett,580,305,62,44,50,44,50,55,False,Water,Flying,Water Bird Pokémon,Keen Eye,Big Pecks,Hydration,Generation 5,Flying,Water 1,False,False,False
Swanna,581,473,75,87,63,87,63,98,False,Water,Flying,White Bird Pokémon,Keen Eye,Big Pecks,Hydration,Generation 5,Flying,Water 1,False,False,False
Vanillite,582,305,36,50,50,65,60,44,False,Ice,None,Fresh Snow Pokémon,Ice Body,Snow Cloak,Weak Armor,Generation 5,Mineral,None,False,False,False
